	Azacitidine	Brincidofovir	Cidofovir	Filociclovir	Flavopiridol	Ganciclovir	Letermovir	Niclosamide	Nitazoxanide	Favipiravir	Artesunate	Bithionol	Dasatinib	Erlotinib	Gefitinib	Hexachlorophene	Imatinib	Leflunomide	Mycophenolic_acid	Rapamycin_(Sirolimus)	Sunitinib	Navitoclax	Chloroquine	Chlorpromazine	Atovaquone	Berberine	Doxycycline	Eflornithine	EIPA_(amiloride)	Hydroxychloroquine	Isolanid_(lanatoside_C)	Ivermectin	Luteolin	Nelfinavir	Ribavirin	Silvestrol	Sofosbuvir	Sorafenib	Suramin	Tilorone_(Amixin)	Cyclosporine	Emetine	Emodin	Foscarnet	Lobucavir	Manidipine	Monensin	Quercetin	Salinomycin	Saracatinib	Simvastatin	Valacyclovir	Verapamil	4-HPR_(Fenretinide)	Amiodarone	Amodiaquine	Anisomycin	BCX4430_(Galidesivir)	Bepridil	Bortezomib	Brequinar	Entrectinib	Fluoxetine	Fluvastatin	Lovastatin	Metformin	Minocycline	Mitoxantrone	Posaconazole	Quinacrine	Quinine	Raloxifene	Remdesivir	Topotecan	Apilimod	Arbidol_(Umifenovir)	Azithromycin	Benztropine	Clomipramine	Dalbavancin	Diphyllin	Nafamostat	Oritavancin	Tamoxifen	Teicoplanin	Telavancin	Teriflunomide	Toremifene	Aciclovir	Camptothecin	Glycyrrhizin	Novobiocin	Promethazine	Roscovitine_(Seliciclib)	Homoharringtonine	Acetylsalicylic_acid	Azaribine	Caffeine	Camostat	Gemcitabine	Genistin	Itraconazole	Kasugamycin	Memantine	Obatoclax	Pentosan_polysulfate	Regorafenib	Trametinib	Triazavirin	Zanamivir	Ezetimibe	Irbesartan	Lamivudine	Tenofovir	Thymalfasin	Alisporivir	Cepharanthine	Boceprevir	Dibucaine	Elbasvir	Pirlindole	Formoterol	Pleconaril	Alpha-lipoic_acid	Indomethacin	Lopinavir	Ritonavir	Mefloquine
Salinomycin	0.073863636	0.050209205	0.061111111	0.042553191	0.072815534	0.043243243	0.061728395	0.03626943	0.046875	0.02994012	0.224719101	0.021052632	0.062780269	0.031818182	0.04954955	0.025906736	0.050209205	0.037234043	0.084656085	0.198501873	0.072115385	0.075657895	0.062176166	0.035714286	0.068965517	0.043478261	0.107317073	0.054878049	0.02247191	0.055837563	0.192857143	0.169082126	0.041450777	0.138392857	0.086206897	0.131687243	0.110599078	0.040358744	0.038674033	0.060465116	0.113846154	0.094594595	0.042328042	0.053333333	0.059459459	0.075396825	0.413612565	0.041025641	1	0.075949367	0.165803109	0.072916667	0.068493151	0.087804878	0.069767442	0.049019608	0.076923077	0.059459459	0.072463768	0.094059406	0.037383178	0.073770492	0.030150754	0.09178744	0.17989418	0.02484472	0.105769231	0.04954955	0.090225564	0.062200957	0.076142132	0.061403509	0.120689655	0.085308057	0.044444444	0.066985646	0.197424893	0.07106599	0.045685279	0.09190372	0.061111111	0.028571429	0.116704805	0.051643192	0.085287846	0.10955711	0.048913043	0.041284404	0.032967033	0.068965517	0.201612903	0.11965812	0.041666667	0.074257426	0.130044843	0.065868263	0.086734694	0.034482759	0.056872038	0.073033708	0.080188679	0.08365019	0.134408602	0.078313253	0.024154589	0.088372093	0.04	0.060869565	0.016574586	0.121546961	0.050691244	0.067567568	0.057142857	0.054054054	0.051319648	0.116564417	0.074509804	0.138095238	0.07	0.108108108	0.054644809	0.065	0.048076923	0.072727273	0.065326633	0.109756098	0.096525097	0.054187192
Saracatinib	0.067567568	0.062801932	0.066666667	0.085526316	0.210191083	0.08	0.188481675	0.126666667	0.111111111	0.052238806	0.080924855	0.116438356	0.271604938	0.225	0.37414966	0.113333333	0.229050279	0.100671141	0.0875	0.124513619	0.10982659	0.193548387	0.137254902	0.131578947	0.148148148	0.217105263	0.088888889	0.014285714	0.063380282	0.134615385	0.086021505	0.076009501	0.133333333	0.125628141	0.060402685	0.140186916	0.09947644	0.148571429	0.064814815	0.145348837	0.054140127	0.158469945	0.106666667	0	0.085526316	0.194029851	0.071748879	0.131578947	0.075949367	1	0.077777778	0.09375	0.115384615	0.084745763	0.137142857	0.165605096	0.1	0.092715232	0.116959064	0.091954023	0.116959064	0.290502793	0.101265823	0.095505618	0.078651685	0.015151515	0.093406593	0.097826087	0.177272727	0.164634146	0.167741935	0.212643678	0.12254902	0.157894737	0.221556886	0.136094675	0.064377682	0.132075472	0.14379085	0.083333333	0.088435374	0.107784431	0.085510689	0.109195402	0.081447964	0.085365854	0.065789474	0.113636364	0.090277778	0.169811321	0.08097166	0.137931034	0.090322581	0.127272727	0.175531915	0.080882353	0.064327485	0.079710145	0.103448276	0.066666667	0.144508671	0.198113208	0.034482759	0.057142857	0.13125	0.035714286	0.153409091	0.163934426	0.055172414	0.042424242	0.100558659	0.131868132	0.076923077	0.108108108	0.005865103	0.050473186	0.233502538	0.055837563	0.12962963	0.16015625	0.14893617	0.116564417	0.140243902	0.042857143	0.13836478	0.110091743	0.081196581	0.115853659
Simvastatin	0.113043478	0.079545455	0.101694915	0.071428571	0.111111111	0.081967213	0.100558659	0.07751938	0.085271318	0.067307692	0.180451128	0.047244094	0.1	0.070967742	0.088607595	0.045801527	0.079545455	0.089430894	0.133858268	0.171945701	0.125	0.076923077	0.090909091	0.075757576	0.098591549	0.083916084	0.152777778	0.076923077	0.043103448	0.088888889	0.142259414	0.098701299	0.06870229	0.154761905	0.113043478	0.126315789	0.139240506	0.075471698	0.03960396	0.105960265	0.09057971	0.1375	0.079365079	0.054347826	0.115702479	0.09947644	0.161111111	0.067669173	0.165803109	0.077777778	1	0.106870229	0.094936709	0.117241379	0.111842105	0.085106383	0.163793103	0.088709677	0.095238095	0.095890411	0.066225166	0.080645161	0.074626866	0.085526316	0.78021978	0.02970297	0.141891892	0.075	0.09569378	0.095238095	0.110294118	0.090361446	0.130681818	0.12	0.080745342	0.125	0.147368421	0.111111111	0.090225564	0.076167076	0.092436975	0.061643836	0.083756345	0.093959732	0.069212411	0.083550914	0.090909091	0.077922078	0.085470085	0.106382979	0.128571429	0.142045455	0.069230769	0.090909091	0.179012346	0.114285714	0.142857143	0.081818182	0.094594595	0.111111111	0.112582781	0.098039216	0.136363636	0.053571429	0.063380282	0.101910828	0.074534161	0.095808383	0.051282051	0.118110236	0.084415584	0.093167702	0.107142857	0.080645161	0.021806854	0.086021505	0.086734694	0.126582278	0.116788321	0.094262295	0.081967213	0.085714286	0.097902098	0.104761905	0.102189781	0.115789474	0.093137255	0.077464789
Valacyclovir	0.147368421	0.147651007	0.180851064	0.247311828	0.068181818	0.345238095	0.09202454	0.081081081	0.12037037	0.15	0.069767442	0.04587156	0.121428571	0.130769231	0.116788321	0.053571429	0.103225806	0.095238095	0.136363636	0.071428571	0.134920635	0.069264069	0.126126126	0.098214286	0.062015504	0.070866142	0.097014925	0.107142857	0.146067416	0.122807018	0.053941909	0.043927649	0.061403509	0.100628931	0.12371134	0.077348066	0.158273381	0.09352518	0.038596491	0.121212121	0.068181818	0.086666667	0.083333333	0.054054054	0.247311828	0.116959064	0.06741573	0.060344828	0.072916667	0.09375	0.106870229	1	0.107913669	0.07518797	0.111111111	0.098360656	0.115384615	0.126213592	0.118110236	0.146341463	0.083969466	0.076923077	0.077586207	0.131782946	0.134920635	0.049382716	0.094890511	0.077464789	0.105263158	0.118110236	0.090909091	0.087248322	0.176470588	0.111940299	0.107142857	0.125984252	0.047368421	0.056451613	0.095652174	0.052763819	0.206521739	0.088	0.0625	0.099236641	0.054054054	0.061662198	0.066037736	0.097014925	0.588235294	0.10483871	0.058252427	0.096385542	0.100917431	0.191304348	0.109677419	0.101123596	0.156521739	0.162790698	0.134920635	0.11	0.064285714	0.102150538	0.048	0.03125	0.090909091	0.026666667	0.092198582	0.086092715	0.142857143	0.108108108	0.080291971	0.105633803	0.117021277	0.23655914	0.025764895	0.067669173	0.054347826	0.074324324	0.145299145	0.107142857	0.076190476	0.117647059	0.12195122	0.065934066	0.118644068	0.135294118	0.133333333	0.080645161
Verapamil	0.030075188	0.087431694	0.07751938	0.058823529	0.111842105	0.076335878	0.190751445	0.138461538	0.103703704	0.034482759	0.0375	0.092307692	0.107784431	0.215277778	0.190789474	0.081481481	0.124293785	0.134920635	0.108695652	0.116666667	0.147651007	0.1	0.204724409	0.198412698	0.10738255	0.197080292	0.100628931	0.061403509	0.031746032	0.2	0.052238806	0.077306733	0.120300752	0.121546961	0.02238806	0.192513369	0.138554217	0.132075472	0.065789474	0.222222222	0.07266436	0.273333333	0.098484848	0	0.051094891	0.134715026	0.068627451	0.110294118	0.068493151	0.115384615	0.094936709	0.107913669	1	0.11038961	0.194630872	0.173913043	0.152	0.051094891	0.164383562	0.119205298	0.118421053	0.117021277	0.159090909	0.152317881	0.096153846	0.036697248	0.098765432	0.117283951	0.117370892	0.259259259	0.126760563	0.117647059	0.162011173	0.134615385	0.136645963	0.171232877	0.070754717	0.104166667	0.19379845	0.092909535	0.07751938	0.131034483	0.09273183	0.162162162	0.080378251	0.089974293	0.137096774	0.158940397	0.070866142	0.12244898	0.051282051	0.160220994	0.174603175	0.161971831	0.156069364	0.095652174	0.066225166	0.066666667	0.163265306	0.045112782	0.127388535	0.120192308	0.012738854	0.016	0.15942029	0.02247191	0.130434783	0.122807018	0.039370079	0.034246575	0.121019108	0.15625	0.047244094	0.083333333	0.024653313	0.072164948	0.174603175	0.056497175	0.173913043	0.126530612	0.093023256	0.201492537	0.144827586	0.041666667	0.167883212	0.151041667	0.16	0.094594595
4-HPR_(Fenretinide)	0.041322314	0.044444444	0.05785124	0.081300813	0.120567376	0.056910569	0.120689655	0.161016949	0.15	0.09	0.09929078	0.082644628	0.144736842	0.093333333	0.111111111	0.062992126	0.153374233	0.211009174	0.136	0.088983051	0.134751773	0.109243697	0.118110236	0.111111111	0.132352941	0.116788321	0.123287671	0.037735849	0.081818182	0.115384615	0.079681275	0.0525	0.112903226	0.170731707	0.05	0.115789474	0.133757962	0.157534247	0.083044983	0.114864865	0.049122807	0.104294479	0.116666667	0.043956044	0.064	0.124324324	0.078125	0.111111111	0.087804878	0.084745763	0.117241379	0.07518797	0.11038961	1	0.105960265	0.143939394	0.156521739	0.055555556	0.111888112	0.112676056	0.127659574	0.117977528	0.100775194	0.147887324	0.111111111	0.051546392	0.136054422	0.103896104	0.096618357	0.11971831	0.128787879	0.162337662	0.119318182	0.129251701	0.116883117	0.134751773	0.069306931	0.104477612	0.134920635	0.06601467	0.075630252	0.176923077	0.078680203	0.118055556	0.061904762	0.072727273	0.226415094	0.108108108	0.059322034	0.115942029	0.098130841	0.198795181	0.12295082	0.107913669	0.138554217	0.15	0.094890511	0.083333333	0.185185185	0.066666667	0.129251701	0.093596059	0.057142857	0.074074074	0.111940299	0.023952096	0.14	0.16025641	0.052173913	0.085271318	0.130136986	0.12987013	0.070175439	0.064516129	0.020280811	0.045138889	0.104712042	0.113924051	0.126865672	0.113445378	0.140350877	0.145038168	0.076388889	0.055555556	0.15503876	0.147540984	0.121827411	0.110294118
Amiodarone	0.047244094	0.114285714	0.08	0.06870229	0.18705036	0.078740157	0.154285714	0.152	0.16	0.064220183	0.065789474	0.112903226	0.152866242	0.195804196	0.187919463	0.100775194	0.147058824	0.130081301	0.146153846	0.081967213	0.265151515	0.133891213	0.273504274	0.214876033	0.15	0.176470588	0.14	0.063636364	0.058823529	0.225806452	0.045112782	0.054187192	0.178861789	0.137142857	0.055555556	0.158730159	0.149068323	0.142857143	0.092150171	0.34375	0.066202091	0.126506024	0.128	0.03030303	0.060606061	0.168478261	0.054187192	0.166666667	0.069767442	0.137142857	0.111842105	0.111111111	0.194630872	0.105960265	1	0.244094488	0.12	0.052631579	0.152777778	0.145833333	0.194244604	0.138121547	0.146153846	0.188811189	0.113333333	0.038095238	0.122580645	0.141935484	0.130434783	0.296875	0.106382979	0.192307692	0.172413793	0.176870748	0.177631579	0.255639098	0.046948357	0.115107914	0.209677419	0.091133005	0.08	0.151079137	0.077306733	0.226277372	0.083732057	0.09947644	0.096	0.212765957	0.090909091	0.201492537	0.047619048	0.157303371	0.170731707	0.175182482	0.132947977	0.161904762	0.082758621	0.07826087	0.151724138	0.062992126	0.153333333	0.133663366	0.040268456	0.016528926	0.2	0.017142857	0.148387097	0.167701863	0.049180328	0.057553957	0.116883117	0.206666667	0.066115702	0.07751938	0.023219814	0.069444444	0.117948718	0.039772727	0.436363636	0.123966942	0.10483871	0.145985401	0.2	0.07079646	0.190839695	0.166666667	0.151515152	0.104895105
Amodiaquine	0.063636364	0.071856287	0.091743119	0.097345133	0.182539683	0.1	0.169811321	0.292929293	0.131578947	0.086956522	0.035460993	0.173076923	0.18705036	0.260162602	0.2578125	0.145454545	0.226027397	0.171428571	0.117647059	0.073593074	0.217741935	0.143497758	0.511363636	0.27184466	0.218487395	0.161290323	0.131386861	0.041237113	0.078431373	0.462365591	0.02745098	0.051020408	0.194444444	0.150943396	0.054054054	0.146892655	0.119205298	0.25	0.105454545	0.258064516	0.050724638	0.117647059	0.157407407	0.011764706	0.087719298	0.143678161	0.03125	0.18018018	0.049019608	0.165605096	0.085106383	0.098360656	0.173913043	0.143939394	0.244094488	1	0.127272727	0.087719298	0.162790698	0.1640625	0.209677419	0.165644172	0.17699115	0.19379845	0.086330935	0.04494382	0.128571429	0.175182482	0.153439153	0.401869159	0.186440678	0.188811189	0.167701863	0.2265625	0.189781022	0.208	0.035	0.120967742	0.264150943	0.089285714	0.112149533	0.2	0.094736842	0.1875	0.084367246	0.094850949	0.141509434	0.183206107	0.104761905	0.18852459	0.027272727	0.180124224	0.185185185	0.18852459	0.097560976	0.104166667	0.052238806	0.090909091	0.198412698	0.072072072	0.180451128	0.183333333	0.022058824	0.019047619	0.176470588	0.00621118	0.255813953	0.178082192	0.056603774	0.048	0.181818182	0.18705036	0.076190476	0.098214286	0.01255887	0.054151625	0.134831461	0.024539877	0.256637168	0.11790393	0.12037037	0.247787611	0.140625	0.03960396	0.261261261	0.148571429	0.145945946	0.118110236
Anisomycin	0.112359551	0.073333333	0.097826087	0.081632653	0.139130435	0.084210526	0.174825175	0.145833333	0.15625	0.093333333	0.113043478	0.072164948	0.122137405	0.113821138	0.1171875	0.058823529	0.141843972	0.153846154	0.138613861	0.095238095	0.117647059	0.077272727	0.116504854	0.13	0.133928571	0.135135135	0.141666667	0.064102564	0.057471264	0.123809524	0.104072398	0.053475936	0.099009901	0.145833333	0.125	0.201298701	0.188976378	0.14516129	0.059259259	0.159663866	0.046153846	0.141791045	0.091836735	0.0625	0.115789474	0.13836478	0.090909091	0.097087379	0.076923077	0.1	0.163793103	0.115384615	0.152	0.156521739	0.12	0.127272727	1	0.127659574	0.137931034	0.139130435	0.128205128	0.131578947	0.161616162	0.142857143	0.166666667	0.041666667	0.129032258	0.1	0.117318436	0.168141593	0.207920792	0.151515152	0.164383562	0.112	0.098484848	0.136752137	0.086206897	0.152380952	0.137254902	0.065104167	0.086021505	0.145454545	0.078590786	0.155172414	0.066157761	0.072222222	0.183908046	0.151260504	0.088888889	0.114035088	0.089005236	0.186206897	0.134020619	0.114035088	0.14084507	0.222222222	0.205882353	0.071428571	0.220183486	0.134831461	0.158333333	0.114285714	0.110091743	0.047058824	0.12962963	0.082706767	0.133858268	0.132352941	0.056179775	0.118811881	0.12195122	0.139534884	0.130952381	0.09375	0.012924071	0.041825095	0.115151515	0.071942446	0.137614679	0.106976744	0.131868132	0.268041237	0.075630252	0.0875	0.232323232	0.12962963	0.108571429	0.117117117
BCX4430_(Galidesivir)	0.285714286	0.073333333	0.134831461	0.177777778	0.100840336	0.183908046	0.070063694	0.067961165	0.077669903	0.123287671	0.049180328	0.083333333	0.088888889	0.10483871	0.1	0.090909091	0.066225166	0.071428571	0.064814815	0.074766355	0.072580645	0.030434783	0.08490566	0.066037736	0.076271186	0.05	0.141666667	0.0375	0.108433735	0.102803738	0.074889868	0.04787234	0.088235294	0.078431373	0.253164557	0.094674556	0.086330935	0.059701493	0.032490975	0.053435115	0.046153846	0.092857143	0.091836735	0.046153846	0.23255814	0.052325581	0.058823529	0.086538462	0.059459459	0.092715232	0.088709677	0.126213592	0.051094891	0.055555556	0.052631579	0.087719298	0.127659574	1	0.039370079	0.082644628	0.064516129	0.061728395	0.055045872	0.079365079	0.090163934	0.013513514	0.102362205	0.083333333	0.063829787	0.064516129	0.109090909	0.062937063	0.156462585	0.07751938	0.074074074	0.064	0.06779661	0.061403509	0.064220183	0.062337662	0.122222222	0.058823529	0.067024129	0.05511811	0.063451777	0.069252078	0.051020408	0.053846154	0.180722892	0.076271186	0.072164948	0.109677419	0.067961165	0.114035088	0.08	0.060240964	0.088495575	0.084337349	0.064	0.188235294	0.168067227	0.059782609	0.110091743	0.022988506	0.079646018	0.066666667	0.058823529	0.047619048	0.08045977	0.107843137	0.086614173	0.072992701	0.158536585	0.220930233	0.009661836	0.045801527	0.051428571	0.041958042	0.068965517	0.067264574	0.084210526	0.078947368	0.075630252	0.035714286	0.070175439	0.051724138	0.054347826	0.097345133
Bepridil	0.041666667	0.080924855	0.094827586	0.056	0.145985401	0.075	0.175757576	0.096774194	0.12295082	0.028571429	0.062068966	0.048387097	0.138157895	0.131944444	0.149659864	0.03875969	0.176100629	0.100840336	0.068181818	0.098712446	0.096551724	0.158590308	0.155737705	0.208695652	0.167938931	0.117647059	0.072368421	0.038095238	0.017241379	0.152	0.042471042	0.060606061	0.078740157	0.21656051	0.033057851	0.153005464	0.18	0.12	0.068493151	0.138888889	0.053003534	0.104938272	0.055555556	0	0.056	0.254545455	0.067357513	0.069230769	0.072463768	0.116959064	0.095238095	0.118110236	0.164383562	0.111888112	0.152777778	0.162790698	0.137931034	0.039370079	1	0.236220472	0.153284672	0.144508671	0.226086957	0.2	0.111888112	0.030612245	0.070967742	0.090322581	0.164948454	0.161764706	0.147286822	0.202702703	0.195121951	0.114864865	0.204225352	0.186567164	0.053921569	0.324324324	0.224137931	0.071428571	0.076271186	0.125925926	0.078880407	0.28	0.067146283	0.075718016	0.093220339	0.283464567	0.07826087	0.141791045	0.044642857	0.081967213	0.271028037	0.233870968	0.119047619	0.14	0.056737589	0.054545455	0.152173913	0.058333333	0.1	0.163157895	0.020833333	0.055045872	0.138461538	0.017964072	0.111111111	0.118012422	0.034482759	0.045112782	0.138888889	0.218309859	0.07079646	0.091666667	0.017133956	0.048951049	0.141304348	0.067073171	0.162790698	0.168141593	0.131578947	0.173228346	0.076923077	0.056074766	0.138461538	0.298136646	0.25	0.119402985
Bortezomib	0.087719298	0.081395349	0.115044248	0.091666667	0.130434783	0.103448276	0.128654971	0.144067797	0.225225225	0.114583333	0.077464789	0.066115702	0.170068027	0.14084507	0.112582781	0.055555556	0.2	0.150442478	0.102362205	0.071428571	0.120567376	0.129310345	0.157024793	0.159663866	0.142857143	0.086330935	0.109589041	0.069306931	0.093457944	0.162601626	0.046692607	0.052763819	0.105691057	0.233766234	0.097345133	0.147540984	0.205479452	0.192857143	0.095070423	0.101351351	0.053191489	0.05952381	0.090909091	0.068965517	0.091666667	0.163841808	0.073298429	0.095238095	0.094059406	0.091954023	0.095890411	0.146341463	0.119205298	0.112676056	0.145833333	0.1640625	0.139130435	0.082644628	0.236220472	1	0.162962963	0.125714286	0.196581197	0.238461538	0.112676056	0.052631579	0.092715232	0.105263158	0.119402985	0.129496403	0.113636364	0.120253165	0.21875	0.115646259	0.164383562	0.179104478	0.033816425	0.158730159	0.155737705	0.074257426	0.125	0.126865672	0.093023256	0.177777778	0.072463768	0.093085106	0.132743363	0.173913043	0.088495575	0.151515152	0.059090909	0.125714286	0.194690265	0.277310924	0.1	0.215053763	0.104477612	0.08490566	0.179104478	0.086206897	0.100671141	0.111111111	0.057971014	0.017857143	0.139534884	0.024242424	0.190140845	0.125786164	0.0625	0.12195122	0.124137931	0.154362416	0.081081081	0.130434783	0.0432	0.052816901	0.071794872	0.101265823	0.182539683	0.174107143	0.066666667	0.213114754	0.077464789	0.056603774	0.166666667	0.27607362	0.288235294	0.087591241
Brequinar	0.059322034	0.056497175	0.076271186	0.081967213	0.207692308	0.075	0.25974026	0.182608696	0.170940171	0.125	0.040540541	0.120689655	0.168918919	0.156028369	0.165517241	0.116666667	0.246666667	0.190909091	0.119047619	0.071129707	0.213740458	0.195454545	0.137096774	0.188034188	0.243902439	0.160305344	0.13986014	0.068627451	0.082568807	0.142857143	0.030534351	0.055276382	0.191304348	0.164634146	0.059322034	0.192090395	0.149350649	0.235294118	0.142857143	0.146853147	0.045614035	0.084848485	0.17699115	0.056179775	0.073170732	0.203488372	0.03	0.188034188	0.037383178	0.116959064	0.066225166	0.083969466	0.118421053	0.127659574	0.194244604	0.209677419	0.128205128	0.064516129	0.153284672	0.162962963	1	0.214723926	0.215517241	0.306451613	0.067114094	0.02020202	0.129251701	0.134228188	0.215053763	0.187969925	0.147286822	0.271428571	0.152941176	0.204379562	0.179310345	0.204545455	0.018957346	0.166666667	0.183333333	0.092964824	0.076271186	0.225806452	0.112860892	0.221374046	0.090686275	0.092838196	0.162162162	0.21641791	0.07826087	0.243902439	0.04	0.164705882	0.182608696	0.159090909	0.08045977	0.2	0.056737589	0.074074074	0.177777778	0.094827586	0.195652174	0.163157895	0.042553191	0.00877193	0.213114754	0.011904762	0.231884058	0.216216216	0.071428571	0.069230769	0.261538462	0.244604317	0.080357143	0.073770492	0.00927357	0.045296167	0.153846154	0.023391813	0.2	0.189189189	0.12173913	0.173228346	0.140740741	0.046296296	0.243697479	0.1875	0.164021164	0.145038168
Entrectinib	0.057692308	0.046082949	0.056962025	0.075	0.186746988	0.062893082	0.27173913	0.181208054	0.134615385	0.072463768	0.071823204	0.103896104	0.224137931	0.140449438	0.229411765	0.101265823	0.282485876	0.179310345	0.083832335	0.112781955	0.150289017	0.24691358	0.117283951	0.125786164	0.16969697	0.156626506	0.10326087	0.041958042	0.067567568	0.115151515	0.068965517	0.074766355	0.149350649	0.178571429	0.064516129	0.135746606	0.124352332	0.188571429	0.121019108	0.120879121	0.059561129	0.146596859	0.130718954	0.022900763	0.075	0.1875	0.064935065	0.140127389	0.073770492	0.290502793	0.080645161	0.076923077	0.117021277	0.117977528	0.138121547	0.165644172	0.131578947	0.061728395	0.144508671	0.125714286	0.214723926	1	0.13125	0.16091954	0.081521739	0.02173913	0.113513514	0.123655914	0.237209302	0.137931034	0.146341463	0.197802198	0.123809524	0.151685393	0.212643678	0.137142857	0.049382716	0.154320988	0.1375	0.089449541	0.077419355	0.156626506	0.099526066	0.111111111	0.087443946	0.094430993	0.119205298	0.109289617	0.064935065	0.162650602	0.074509804	0.149758454	0.121019108	0.122093023	0.128712871	0.092198582	0.073863636	0.075862069	0.143678161	0.084415584	0.138888889	0.208333333	0.044692737	0.054421769	0.146341463	0.024390244	0.213872832	0.235955056	0.073825503	0.059171598	0.186046512	0.17679558	0.080536913	0.062111801	0.010204082	0.055900621	0.201923077	0.075	0.130952381	0.1875	0.157534247	0.152439024	0.114942529	0.055172414	0.160493827	0.158139535	0.120689655	0.137724551
